aX,aY,aZ,gX,gY,gZ
-0.017,0.070,0.955,-0.305,0.427,-3.540
-0.016,0.095,0.989,2.808,3.967,-1.831
0.007,0.069,1.034,2.869,2.625,-0.732
0.010,0.046,1.019,1.160,-1.160,-1.831
-0.022,0.058,1.001,0.854,-1.953,-3.052
-0.047,0.090,0.997,1.465,-4.944,-1.587
-0.052,0.104,0.980,0.793,-8.057,1.160
-0.032,0.076,0.949,-3.906,-13.000,4.028
0.004,0.006,0.888,-5.493,-10.925,2.625
0.000,0.010,0.896,-4.578,-5.188,-0.122

-0.564,-1.595,1.366,-32.532,31.433,-5.981
-0.496,-1.940,1.396,-36.987,28.503,-16.235
-0.203,-1.960,1.367,-26.428,32.959,-31.250
-0.087,-1.731,1.340,0.366,40.161,-67.383
-0.050,-0.750,1.164,7.263,34.302,-79.834
-0.095,-0.072,0.930,18.555,10.071,-53.223
0.203,0.729,0.646,18.860,-1.587,-13.611
0.658,0.531,0.638,-16.663,-29.419,39.368
1.500,-0.771,0.313,-32.166,-27.039,-2.014
1.473,-0.209,-0.020,-20.203,13.123,-98.022
1.101,1.168,0.238,64.636,187.134,-228.088
-0.065,2.530,2.821,79.712,212.402,-193.298
-0.562,2.186,3.423,-28.625,-21.545,-72.205
-0.806,1.353,1.550,-72.327,-162.415,-28.625
-0.629,1.035,0.198,-36.316,-222.168,39.551
-0.124,0.410,-1.148,1.892,-155.029,63.904
0.102,0.153,-1.009,37.720,25.513,70.862
0.367,-0.115,0.385,34.912,96.375,59.814
0.452,-0.160,1.200,18.127,131.104,35.278
0.448,-0.147,1.951,5.188,94.604,25.269
0.282,-0.007,1.775,-8.606,40.710,17.456
-0.043,0.283,1.041,-13.306,-40.466,19.897
-0.025,0.225,0.846,-7.751,-50.415,30.884
0.066,0.017,0.772,2.197,-29.541,42.114
0.157,-0.139,0.776,5.676,-9.277,32.104
0.090,-0.017,0.939,3.540,22.522,8.789
-0.011,0.230,1.293,0.671,18.311,9.216
0.039,0.197,1.201,-3.357,-18.555,26.733
0.215,-0.065,0.793,-4.211,-25.391,30.212
0.227,-0.091,0.723,-1.953,-1.953,15.625
0.125,-0.024,0.909,-1.404,15.869,6.958
0.103,0.002,1.091,-5.371,29.480,0.061
0.157,0.047,1.255,-7.935,21.484,1.282
0.170,0.032,1.221,-7.629,10.437,3.479
0.135,0.015,1.189,1.343,-2.380,2.075
0.013,0.057,1.146,2.991,-6.714,-0.427
-0.016,0.077,1.078,-1.831,-16.968,1.221
0.005,0.082,0.896,-3.906,-18.188,4.089
0.018,0.089,0.858,-2.075,-5.554,5.676
0.031,0.061,0.964,-0.427,2.747,5.188
0.056,-0.003,1.038,-2.808,5.981,4.517
0.115,-0.014,1.003,-3.601,2.563,2.808
0.109,0.068,0.959,-2.136,0.732,1.160
0.089,0.087,0.977,1.160,2.747,2.930
0.061,0.017,1.118,-0.122,1.282,2.991
0.078,-0.018,1.141,-6.042,-11.841,0.488
0.098,-0.008,1.003,-8.667,-19.775,-2.014
0.070,0.057,0.863,-7.568,-21.729,-3.845
0.012,0.084,0.782,-3.113,-10.742,-2.258
0.025,0.042,0.918,0.854,9.399,-1.465
0.072,-0.020,1.055,-0.183,8.728,-3.052
0.074,0.016,0.987,-3.662,0.854,-6.470
0.026,0.096,0.910,-4.761,1.587,-5.859
0.012,0.113,0.983,-4.028,4.883,-3.967
0.017,0.101,1.079,-2.502,5.615,1.587
0.044,0.013,1.172,-1.282,1.343,2.991
0.059,-0.011,1.126,2.502,-9.521,-0.732
0.044,0.040,0.896,1.404,-12.146,-3.845
0.002,0.065,0.844,-2.625,-3.784,-5.798
-0.051,0.110,0.948,-2.991,2.319,-4.089
-0.038,0.088,1.019,-0.061,6.104,0.916
0.031,0.058,1.009,0.366,3.601,1.770
0.047,0.042,0.972,-0.427,1.770,1.709
0.031,0.048,1.059,-0.977,3.662,-0.366
0.016,0.071,1.112,-1.282,1.343,-0.610
0.014,0.088,1.096,-3.662,-13.489,2.991
0.046,0.016,0.970,-5.371,-17.578,3.845
0.049,-0.001,0.955,-7.141,-11.475,-1.892
0.014,0.055,1.015,-5.737,-6.592,-5.127
-0.015,0.111,1.017,-0.305,-2.075,-4.028
-0.019,0.099,1.042,2.441,-1.831,0.061
-0.009,0.104,1.016,3.540,-5.432,5.066
-0.016,0.093,0.945,2.747,-4.578,6.287
-0.012,0.056,0.983,1.953,1.953,5.493
0.030,0.011,1.088,2.197,2.319,3.967
0.037,0.016,1.083,2.136,-0.549,2.197
0.028,0.037,1.044,1.892,-8.606,0.183
0.004,0.074,0.943,1.587,-10.559,-0.061
0.000,0.071,0.919,-0.244,-6.531,-0.183
0.018,0.015,0.991,-0.732,-3.174,-0.549
0.026,0.016,1.009,-1.953,-3.967,-2.686
-0.010,0.099,0.890,-2.502,-5.005,-3.174
-0.041,0.133,0.871,1.648,4.028,0.244
-0.042,0.096,1.041,3.784,8.240,2.991
-0.005,0.043,1.109,3.906,7.080,5.249
0.034,0.002,1.091,0.610,-6.165,5.432
0.053,0.018,0.918,-1.587,-9.644,3.235
0.041,0.023,0.897,-3.845,-2.380,-1.587
0.009,0.045,1.006,-3.723,2.075,-3.723
-0.008,0.080,1.046,-0.916,3.174,-3.479
-0.022,0.107,1.071,1.343,1.404,-0.977
-0.018,0.096,1.052,2.869,-3.052,2.686
-0.010,0.059,0.992,2.075,-3.174,2.441
-0.008,0.059,1.009,1.343,-0.366,0.916
0.018,0.039,1.064,0.916,-2.441,1.526
0.027,0.032,1.008,0.305,-6.836,2.014
0.024,0.034,0.930,0.366,-7.202,0.610
0.005,0.056,0.969,1.099,-1.465,-0.610
0.008,0.051,1.067,0.977,1.953,-1.282
0.006,0.048,1.102,-0.061,-3.662,-1.770
-0.005,0.054,1.017,-1.404,-13.489,-2.014
-0.032,0.077,0.853,-1.160,-12.146,-1.831
-0.033,0.082,0.847,-0.244,0.732,-0.183
0.001,0.026,0.968,0.183,7.202,-0.122
0.008,0.037,1.028,0.854,10.864,-3.052
0.010,0.067,1.101,1.343,8.301,-2.808
0.010,0.064,1.098,2.197,-2.686,-0.427
0.001,0.057,1.004,1.099,-7.751,0.427
-0.004,0.046,0.988,-1.038,-11.047,1.099
-0.008,0.039,0.962,-5.371,-14.832,0.427
-0.004,0.039,0.885,-6.104,-13.855,-0.671
-0.003,0.052,0.856,-3.296,-3.296,-2.197
-0.008,0.053,0.933,0.366,4.822,-2.136
-0.007,0.039,1.006,3.906,10.315,-1.892
-0.014,0.048,1.007,2.136,6.409,-2.197
-0.019,0.069,0.950,-3.601,0.732,-2.319
-0.019,0.064,0.981,-3.967,3.235,-2.380
-0.018,0.064,1.056,-2.136,4.517,-2.441
-0.018,0.064,1.071,-1.709,0.305,-1.892

-0.714,1.259,1.277,5.249,36.133,-57.861
-0.641,1.140,1.296,21.606,0.549,22.339
-0.107,0.469,0.833,16.663,-15.747,53.833
0.161,0.174,0.751,5.249,-4.578,71.167
0.436,-0.240,1.072,4.700,2.747,62.317
0.383,-0.264,1.096,12.146,-8.545,22.705
0.085,0.034,0.798,15.259,-9.644,5.493
-0.029,0.160,0.777,15.076,-2.563,-3.662
-0.119,0.299,0.834,4.272,7.690,-0.488
-0.117,0.379,0.838,-4.822,7.568,8.240
-0.059,0.394,0.905,-11.414,14.648,33.813
0.174,-0.069,1.246,-8.240,17.212,41.870
0.277,-0.268,1.286,5.249,4.456,24.353
0.298,-0.173,0.951,9.888,-3.296,9.338
0.233,-0.067,0.773,6.836,1.770,-6.592
0.102,0.096,0.848,5.249,12.573,-8.789
0.077,0.075,1.010,0.427,21.423,-4.395
0.059,-0.006,1.180,-2.136,15.625,-3.967
0.039,0.041,1.148,-3.052,6.592,-5.676
0.020,0.090,1.107,-2.441,-9.094,-4.883
0.021,0.106,1.112,-1.770,-14.465,-1.953
0.032,0.065,1.081,1.282,-18.860,1.404
0.010,-0.034,0.959,4.944,-14.038,-1.160
-0.018,0.024,0.944,8.667,-1.221,-8.362
-0.050,0.121,0.933,4.883,-0.061,-7.874
-0.070,0.127,0.923,-2.380,-3.967,-2.686
-0.087,0.121,0.940,-5.493,-7.446,1.282
-0.064,0.075,0.938,-12.512,-14.648,8.606
0.018,-0.014,0.869,-12.024,-12.939,8.667
0.036,-0.004,0.882,-6.653,-5.249,5.798
0.034,0.039,1.080,7.202,12.573,-1.221
0.022,0.028,1.136,8.545,12.634,-2.563
0.006,0.019,1.115,0.732,-2.014,-2.686
-0.036,0.051,0.945,-3.296,-7.446,-2.136
-0.059,0.087,0.885,-5.676,-0.244,-1.282
-0.057,0.121,1.054,-2.625,8.728,-0.305
-0.026,0.084,1.201,5.859,10.742,2.319
0.018,0.032,1.217,7.751,1.526,2.991
0.030,0.024,1.105,6.653,-19.592,3.723
0.026,0.002,0.823,3.052,-25.269,3.601
0.008,-0.002,0.712,-1.465,-23.560,2.502
-0.018,0.029,0.881,-3.601,3.296,-2.075
-0.026,0.077,1.058,-0.793,14.587,-4.211
-0.038,0.110,1.154,2.319,8.728,-2.563
-0.043,0.098,1.061,1.953,-0.671,0.305
-0.025,0.074,0.987,-0.183,-9.827,4.089
0.016,0.022,0.881,-1.343,-9.216,4.089
0.022,0.010,0.867,-2.319,0.183,0.671
0.024,0.012,0.959,-2.686,5.493,-1.526
0.016,0.025,1.020,-1.709,10.803,-5.371
-0.018,0.082,1.121,0.183,10.376,-6.165
-0.029,0.099,1.130,1.465,-0.793,-2.991
-0.018,0.083,0.960,-0.793,-8.179,-0.061
-0.002,0.056,0.872,-3.540,-11.108,2.380
0.026,0.016,0.916,-3.235,-1.038,2.991
0.026,0.017,0.998,-1.587,4.150,1.404
0.017,0.026,1.036,-2.625,1.221,-1.221
0.003,0.068,0.992,-2.991,-2.014,-1.465
0.002,0.065,0.987,-0.305,-2.869,0.183
-0.004,0.024,1.006,0.549,-2.625,0.061
-0.015,0.036,0.993,-0.183,-2.930,-2.686
-0.034,0.050,0.940,-1.770,-2.502,-3.235
-0.042,0.068,0.925,-2.991,2.869,-2.869
-0.043,0.118,1.009,-0.793,7.568,-1.343
-0.021,0.088,1.104,2.197,9.277,2.136
0.019,0.006,1.145,1.770,3.845,1.465
0.015,0.012,1.075,1.282,-2.808,-0.793
0.002,0.039,1.004,-0.427,-10.498,-3.479
-0.031,0.088,0.911,-1.709,-10.254,-2.625
-0.037,0.087,0.913,-0.549,-2.808,0.610
-0.021,0.045,0.971,-0.427,0.427,1.343
-0.008,0.026,0.993,-2.747,1.770,0.244
0.012,0.030,0.992,-3.723,1.587,-1.038
0.004,0.061,1.001,-1.953,4.395,-2.563
-0.026,0.084,1.081,0.793,5.615,-1.953
-0.035,0.085,1.097,2.441,1.526,-0.671
-0.020,0.055,1.044,2.014,-1.404,-0.305
-0.005,0.041,0.997,1.892,-3.357,-0.488
-0.003,0.044,0.946,0.671,-3.357,-1.770
-0.044,0.100,0.920,-0.061,-0.671,-1.831
-0.056,0.113,0.970,-1.770,4.333,1.221
-0.005,0.044,1.072,-1.892,3.479,3.113
0.023,0.004,1.061,-1.038,-2.930,1.892
0.008,0.036,0.965,0.061,-4.639,-0.427
-0.017,0.070,0.938,1.465,-2.441,-1.831
-0.035,0.070,0.970,0.427,-0.977,-0.671
-0.018,0.044,0.986,-2.075,-0.793,0.916
0.008,0.021,0.959,-2.075,0.122,-0.061
0.004,0.031,0.963,-1.404,2.197,-1.587
-0.035,0.096,1.019,-0.427,4.456,-3.113
-0.046,0.115,1.045,0.061,3.235,-2.075
-0.041,0.103,1.042,-0.793,-2.869,1.404
-0.011,0.055,0.964,-1.526,-4.883,2.197
-0.000,0.032,0.953,-2.380,-3.174,1.770
0.007,0.041,0.977,-2.747,-1.892,0.305
-0.000,0.059,0.989,-0.854,0.671,-2.014
-0.013,0.056,1.007,-0.244,0.610,-2.258
-0.018,0.051,0.964,-3.357,-1.526,-2.686
-0.036,0.089,0.901,-4.822,0.427,-2.441
-0.048,0.111,0.941,-4.211,9.277,-0.366
-0.032,0.097,1.136,-2.136,11.597,1.160
-0.005,0.059,1.194,2.136,3.418,2.441
0.015,0.037,1.072,3.357,-3.540,1.404
0.003,0.056,0.974,3.357,-8.118,0.183
-0.010,0.079,0.910,-0.366,-6.409,-0.183
-0.003,0.051,0.964,-1.160,-1.892,0.488
0.008,0.030,1.026,-0.305,2.075,-0.610
0.007,0.059,1.031,0.488,0.061,-1.221
0.005,0.056,0.987,1.648,-3.540,-0.671
0.001,0.062,0.942,1.770,-2.136,-1.038
-0.004,0.061,0.974,1.099,1.953,-2.014
-0.027,0.087,1.021,0.366,1.465,-2.136
-0.032,0.108,1.025,-0.305,-0.549,-1.343
0.004,0.077,1.001,-1.648,-6.287,2.258
0.026,0.031,0.977,-1.770,-7.935,3.052
0.026,0.015,0.953,-0.732,-4.944,-0.671
-0.022,0.063,0.969,-0.122,-1.648,-2.625
-0.041,0.085,0.986,0.244,0.610,-2.686
-0.031,0.107,0.984,0.366,0.305,-1.099

-0.495,-0.989,1.281,-2.991,21.606,0.549
-0.460,-1.112,1.274,9.216,38.208,-7.751
-0.286,-1.232,1.344,16.052,48.401,-16.602
-0.159,-1.198,1.413,19.897,51.270,-44.067
0.003,-0.684,1.308,13.916,42.908,-57.983
0.010,-0.223,1.238,-3.357,22.278,-50.476
0.104,0.376,1.276,-6.653,6.104,-20.264
0.271,0.292,1.277,-21.179,-63.477,55.908
0.826,-0.238,0.542,-30.762,-106.934,75.012
1.109,-0.518,-0.193,-33.569,-129.395,63.232
1.196,-0.391,-0.941,-18.127,-26.184,-58.411
0.861,0.932,-0.499,-8.301,95.581,-120.911
0.587,1.382,1.098,0.183,241.638,-162.964
-0.291,1.404,3.677,-2.075,181.641,-156.433
-0.792,1.549,3.236,-1.770,-69.397,-119.507
-1.088,1.856,0.548,10.071,-143.982,-69.885
-0.775,1.385,-0.399,12.024,-127.136,53.345
0.106,0.198,-0.835,-2.197,-70.007,82.886
0.369,-0.190,-0.403,-9.705,68.237,67.993
0.540,-0.298,1.120,0.916,107.239,43.274
0.473,-0.147,1.580,7.751,77.698,3.967
0.138,0.259,1.545,5.981,36.987,-3.418
-0.011,0.353,1.313,6.226,2.258,-1.160
-0.071,0.358,1.150,0.549,-32.166,19.043
0.009,0.123,0.903,-6.165,-37.659,28.564
0.056,0.037,0.790,-8.606,-19.836,26.550
0.092,-0.036,0.874,-3.357,1.099,18.250
0.095,0.027,1.044,9.827,30.457,4.028
0.122,0.112,1.238,11.169,28.198,4.822
0.156,0.051,1.176,6.165,5.798,10.376
0.185,0.034,0.981,2.136,-2.258,8.789
0.164,0.033,0.929,-2.808,-5.432,6.042
0.128,-0.000,0.931,-10.498,3.174,0.305
0.139,0.031,1.100,-6.836,10.498,-3.357
0.171,0.015,1.190,1.404,7.751,-7.690
0.083,0.087,1.137,2.380,-2.747,-9.460
-0.009,0.165,1.035,1.709,-18.616,-6.042
-0.072,0.128,0.976,0.793,-18.372,-2.075
-0.033,0.068,0.977,0.549,-12.939,1.465
0.015,-0.006,0.850,1.038,-7.568,-0.183
-0.002,0.018,0.884,4.150,9.644,-7.812
-0.054,0.161,1.051,4.272,12.329,-8.667
-0.049,0.164,1.089,2.808,9.094,-5.737
-0.002,0.026,1.097,-1.282,-6.470,2.258
0.007,0.015,1.025,-3.845,-15.442,2.625
0.004,0.039,0.897,-4.211,-17.944,-1.038
-0.010,0.095,0.805,-0.854,-7.141,-3.052
-0.010,0.102,0.940,5.310,12.024,-2.930
-0.009,0.116,1.184,6.287,8.362,0.427
0.006,0.071,1.145,3.845,-13.184,7.202
0.010,0.019,0.887,0.488,-17.517,5.859
-0.008,0.024,0.834,-5.127,-5.615,-0.549
-0.039,0.090,0.944,-4.333,3.601,-2.563
-0.042,0.128,1.049,-2.625,9.033,-2.686
-0.013,0.092,1.135,-0.122,3.723,2.075
0.002,0.076,1.112,1.221,-2.380,3.662
0.001,0.082,1.082,0.549,-13.062,3.906
-0.019,0.131,0.979,-2.747,-18.372,4.517
-0.018,0.109,0.890,-8.484,-19.958,7.751
0.009,0.018,0.859,-6.470,-12.573,7.751
0.023,0.007,0.924,-0.122,1.099,3.723
0.023,0.040,0.997,1.587,3.052,0.854
0.001,0.088,0.982,2.014,4.028,-2.991
-0.036,0.135,1.020,0.488,4.211,-1.648
-0.028,0.124,1.051,-1.526,2.686,1.282
-0.002,0.081,1.061,-1.953,-1.404,5.737
0.050,0.025,1.003,0.366,-2.014,4.211
0.053,0.052,0.947,-0.122,-0.427,-1.282
0.030,0.087,0.958,-1.709,2.136,-1.892
0.029,0.081,1.031,-1.282,4.761,-0.732
0.031,0.055,1.099,-0.854,1.587,-0.916
0.023,0.049,1.052,-2.319,-9.094,-2.258
-0.005,0.080,0.903,-4.578,-12.573,-3.174
-0.015,0.120,0.845,-6.226,-7.690,-2.258
-0.009,0.086,0.933,-2.869,0.366,-0.671
0.006,0.063,1.013,1.648,8.240,-0.671
0.016,0.056,1.013,1.526,7.935,-1.953
0.011,0.075,1.011,1.038,8.057,-3.540
-0.008,0.111,1.035,-1.160,7.324,-5.127
-0.057,0.154,1.157,-1.526,4.578,-3.235
-0.045,0.129,1.177,0.366,-9.399,2.991
0.009,0.043,0.944,1.221,-14.832,3.967
0.012,0.030,0.833,2.441,-5.310,-0.916
-0.034,0.079,0.894,1.953,4.578,-3.601
-0.051,0.102,1.006,1.160,13.184,-3.540
-0.027,0.108,1.118,1.770,9.216,-1.282
-0.010,0.086,1.073,1.465,-3.540,2.014
-0.026,0.079,0.920,1.404,-5.737,1.831
-0.048,0.099,0.897,1.709,-4.211,1.160
-0.053,0.093,0.921,1.160,0.305,1.892
-0.028,0.065,0.970,-0.061,-0.061,2.197
-0.021,0.079,0.964,-2.258,0.061,2.380
0.001,0.078,1.003,-1.221,2.014,2.441
-0.000,0.061,1.023,-0.122,2.502,1.404
-0.027,0.089,0.991,-0.122,1.343,0.916
-0.033,0.102,0.973,-1.526,1.953,2.014
-0.012,0.067,1.004,-2.136,3.479,2.319
-0.006,0.069,1.011,-1.099,5.737,0.549
-0.018,0.128,0.999,0.061,6.226,0.488
-0.014,0.123,1.019,1.282,5.920,2.075
0.003,0.094,1.039,1.404,0.854,5.615
0.037,0.055,1.007,0.549,-2.258,5.920
0.043,0.037,0.970,-1.038,-3.967,3.662
0.027,0.053,0.910,-1.892,-1.953,1.526
0.017,0.068,0.930,-2.808,4.150,-0.305
0.021,0.089,1.016,-3.052,4.822,0.000
0.031,0.083,1.038,-2.441,1.831,1.709
0.040,0.052,1.020,-1.160,0.854,1.404
0.039,0.048,1.020,0.122,1.160,0.000
0.035,0.050,1.024,0.671,0.610,-3.601
0.012,0.105,0.977,-1.221,-1.282,-4.456
0.002,0.119,0.954,-4.089,-2.319,-2.075
-0.000,0.099,0.986,-3.967,-0.732,-0.427
0.006,0.075,1.022,-2.563,1.953,0.366
0.026,0.070,1.063,-1.099,1.465,-0.854
0.027,0.084,1.058,0.610,-3.418,-2.197
0.008,0.087,0.993,0.854,-5.798,-1.770
-0.008,0.088,0.940,-0.122,-5.310,-1.770
-0.020,0.097,0.891,-0.732,-1.465,-2.136

-0.449,-1.107,1.307,-11.475,17.822,-10.315
-0.453,-1.308,1.287,-25.269,12.329,-20.264
-0.316,-1.514,1.113,-29.236,13.977,-32.410
-0.252,-1.332,1.011,-5.554,41.382,-69.214
-0.180,-0.499,0.999,18.494,64.941,-78.552
-0.088,-0.124,1.184,40.955,85.693,-50.598
0.141,0.215,1.459,25.635,64.819,-20.142
0.289,0.182,1.457,-28.442,-22.888,26.489
0.591,0.115,0.845,-43.396,-69.885,28.564
0.633,0.371,0.169,-42.053,-96.924,17.883
0.567,1.092,-0.602,-4.761,-35.583,4.639
0.589,0.832,-0.172,8.911,36.743,6.958
0.586,0.288,0.641,-9.644,131.042,-60.059
0.349,0.541,2.107,-13.489,122.070,-123.962
0.070,1.321,2.123,10.132,22.644,-157.837
-0.433,1.557,1.312,11.475,-29.541,-115.845
-0.558,1.274,0.895,-7.385,-89.783,-29.236
-0.543,0.925,0.187,-13.855,-95.825,2.991
-0.431,0.725,-0.116,-13.306,-55.420,53.711
-0.051,0.241,0.071,-3.845,-10.376,65.491
0.137,0.058,0.543,11.841,61.462,58.838
0.353,-0.061,1.403,9.094,65.796,48.889
0.366,-0.062,1.580,1.526,50.354,38.940
0.271,0.096,1.408,-7.507,-0.549,22.156
0.209,0.138,1.232,-5.615,-20.203,20.813
0.177,0.101,1.032,-3.479,-33.142,25.391
0.126,0.029,0.743,-3.357,-21.484,22.644
0.127,0.020,0.835,-0.244,19.226,10.620
0.188,-0.013,1.205,2.502,29.907,3.296
0.198,0.015,1.281,3.418,17.639,-5.676
0.124,0.117,1.077,2.258,7.751,-6.531
0.101,0.162,1.034,5.127,5.127,-1.526
0.105,0.109,1.084,5.005,3.418,1.648
0.097,0.083,1.072,2.625,-0.244,2.991
0.078,0.060,1.050,0.122,-1.648,0.122
0.034,0.020,1.060,1.404,1.526,-2.136
0.036,0.034,1.092,11.047,3.845,-5.676
0.043,0.119,1.070,12.939,0.000,-6.287
0.011,0.106,1.017,7.263,-9.460,-7.812
-0.090,0.172,0.911,2.563,-11.108,-8.118
-0.100,0.158,0.875,-4.578,-7.141,0.244
-0.017,0.070,0.836,-4.333,-0.549,4.272
0.027,0.069,0.879,0.305,17.639,3.784
0.041,0.066,1.102,0.000,20.508,1.526
0.021,0.046,1.150,-2.197,15.808,-0.488
0.014,0.062,1.129,-4.333,0.793,-2.136
0.049,0.047,1.063,-2.625,-2.380,-0.977
0.049,0.098,1.054,6.348,-4.028,0.366
0.010,0.150,1.046,8.850,-6.470,2.869
0.005,0.085,1.008,4.272,-13.611,5.737
0.014,0.007,0.900,0.671,-14.648,3.113
0.005,0.051,0.881,-5.432,-12.024,-2.014
-0.030,0.106,0.927,-6.958,-10.498,-1.038
-0.023,0.078,0.951,-6.348,-8.545,0.854
0.010,0.027,0.953,-1.953,-0.732,0.122
0.069,-0.020,0.947,-0.854,5.432,-3.906
0.058,0.049,1.002,0.977,13.733,-10.803
-0.020,0.214,1.141,2.502,10.498,-7.690
-0.036,0.211,1.151,5.981,-7.324,5.493
-0.004,0.087,0.974,5.798,-14.954,9.888
0.021,-0.009,0.874,1.892,-13.000,8.240
0.022,-0.017,0.787,1.221,-4.761,2.991
0.001,0.062,0.839,-1.038,10.193,-3.113
0.003,0.106,0.974,-2.930,12.817,-1.831
0.036,0.051,1.038,-4.028,14.038,-0.366
0.065,0.024,1.097,-1.160,15.076,-4.150
0.043,0.092,1.184,1.770,12.451,-6.653
0.006,0.146,1.173,2.991,-3.906,-4.761
-0.025,0.150,1.024,1.587,-12.085,-0.427
0.003,0.093,0.967,-0.427,-14.648,6.042
0.065,0.006,0.921,-0.549,-10.620,5.066
0.059,-0.003,0.901,-1.160,1.648,-3.052
0.012,0.093,1.000,-1.038,7.202,-6.287
0.002,0.140,1.087,1.953,5.676,-2.502
0.030,0.066,1.112,3.235,-0.366,1.648
0.044,0.008,1.053,3.479,-5.615,3.174
0.034,0.014,0.973,3.784,-6.653,-2.930
-0.044,0.114,0.887,2.747,-3.723,-5.249
-0.069,0.160,0.893,-0.061,1.465,-1.709
-0.007,0.112,0.990,-0.122,2.991,2.930
0.043,0.032,1.057,1.892,2.625,5.737
0.064,0.020,1.061,2.625,-0.549,2.808
0.035,0.044,0.990,0.610,-6.042,-2.197
-0.019,0.101,0.943,0.244,-5.432,-2.808
-0.025,0.141,0.958,-0.244,-6.653,2.258
0.005,0.109,0.936,-2.136,-8.667,6.592
0.034,0.054,0.918,-3.296,-8.728,9.216
0.061,0.001,0.921,-0.732,-0.549,6.836
0.067,-0.002,0.994,0.305,3.601,2.563
0.042,0.046,1.016,0.488,5.676,-2.930
0.033,0.059,1.072,1.221,4.578,-2.869
0.044,0.034,1.069,0.549,-3.296,-3.418
0.005,0.054,0.936,-0.793,-5.554,-4.761
-0.020,0.083,0.921,-0.793,2.197,-5.249
-0.011,0.109,1.037,0.427,6.104,-4.761
-0.007,0.104,1.047,0.549,2.991,-2.991
-0.025,0.068,0.984,0.183,0.549,-1.892
-0.020,0.058,0.965,0.671,0.244,-1.099
0.001,0.061,0.963,1.343,4.211,-1.770
0.036,0.078,1.017,0.610,6.897,-2.930
0.034,0.071,1.088,-1.099,6.958,-3.479
0.004,0.117,1.144,-0.366,2.930,-2.991
-0.015,0.130,1.111,3.784,-7.507,0.916
-0.009,0.093,0.931,4.028,-11.475,3.113
0.012,0.044,0.865,0.061,-9.277,4.211
0.041,0.016,0.890,-1.831,-4.578,2.747
0.045,0.027,0.927,-1.038,3.906,-0.610
0.035,0.046,1.005,0.854,6.226,-2.014
0.018,0.075,1.013,2.686,5.920,-2.686
-0.005,0.111,0.987,1.831,-0.244,-0.366
-0.020,0.107,0.950,-0.488,-2.014,1.831
-0.004,0.061,0.985,-3.845,0.244,3.052
0.051,0.007,1.095,-2.808,1.099,1.709
0.062,0.020,1.094,1.709,-3.418,-1.648
0.017,0.083,0.955,2.991,-6.348,-2.319
-0.008,0.097,0.877,0.977,-4.333,-1.343
-0.013,0.074,0.895,-1.282,0.732,-0.854
0.009,0.057,0.979,-3.296,6.470,-0.549
0.046,0.044,1.055,-2.625,4.578,-1.038

0.099,1.161,1.577,16.785,63.904,-156.738
-0.154,1.259,1.667,31.433,17.456,-119.629
-0.665,1.349,0.970,19.165,-17.395,-93.201
-0.821,1.353,0.668,11.658,-42.114,-24.597
-0.603,0.905,0.562,9.583,-44.434,15.198
-0.269,0.540,0.468,1.404,-47.302,69.336
0.340,0.024,0.260,2.502,-34.546,73.792
0.484,-0.051,0.386,4.578,-10.498,65.430
0.520,-0.103,0.795,0.916,34.363,37.048
0.410,-0.225,1.660,-0.793,29.175,24.170
0.297,-0.156,1.644,8.118,-25.513,1.648
0.027,0.212,0.919,10.925,-45.837,-2.625
-0.035,0.281,0.648,2.380,-35.767,7.080
0.054,0.090,0.691,-4.700,-16.907,12.146
0.115,-0.036,0.834,-10.681,13.916,7.141
0.129,-0.045,1.054,-6.348,21.179,-0.183
0.116,0.083,1.088,1.648,15.503,-4.639
0.097,0.150,1.028,-0.549,7.690,0.549
0.082,0.088,1.054,-4.089,3.540,5.676
0.069,-0.014,1.152,-5.432,5.676,4.944
0.010,-0.135,1.307,-3.296,3.052,-2.075
-0.046,0.002,1.203,-1.282,-16.541,-14.648
-0.140,0.254,0.906,-3.662,-21.606,-12.695
-0.142,0.253,0.905,-3.296,-11.169,1.343
-0.046,0.001,1.106,-1.099,-4.639,6.531
-0.000,-0.086,1.103,4.395,-1.831,0.549
-0.003,0.080,0.866,5.920,-0.854,-5.615
-0.036,0.158,0.782,2.869,11.658,-6.165
-0.054,0.109,0.983,1.831,20.142,-2.808
-0.007,0.062,1.141,2.075,22.644,0.244
0.051,0.028,1.173,0.061,5.005,2.686
0.093,-0.011,0.899,-2.380,-1.465,1.160
0.073,0.009,0.855,-0.427,11.658,-4.517
0.017,0.105,1.084,1.160,18.127,-5.005
0.002,0.112,1.177,1.099,7.507,1.343
0.009,0.037,1.096,2.197,-2.136,4.761
0.022,0.022,1.006,5.188,-7.568,5.310
-0.002,0.060,0.900,6.470,-6.775,0.671
-0.029,0.064,0.915,3.174,-3.540,-0.916
-0.046,0.082,0.976,0.732,1.709,-1.404
-0.014,0.074,1.081,1.709,-1.038,0.977
0.017,0.052,1.025,-1.343,-14.832,5.310
0.019,-0.043,0.812,-4.761,-15.686,3.784
-0.013,-0.033,0.808,-3.479,2.014,-6.042
-0.063,0.140,0.996,-1.404,9.460,-8.606
-0.068,0.191,1.075,1.709,8.362,-1.221
-0.012,0.102,1.163,2.991,2.014,4.272
0.015,0.060,1.100,2.441,-6.775,7.385
