aX,aY,aZ,gX,gY,gZ
-0.756,-0.051,0.517,1.526,-7.080,-2.258
-0.776,-0.017,0.630,8.301,-2.075,-0.732
-0.818,-0.068,0.643,3.967,-7.324,1.038
-0.856,-0.121,0.426,0.122,-11.841,0.549
-0.835,-0.094,0.299,5.493,-2.014,-0.793
-0.794,0.030,0.406,11.536,11.719,-1.038
-0.806,0.063,0.636,13.977,25.757,1.770
-0.850,-0.042,0.939,6.042,15.808,4.150
-0.849,-0.132,0.848,-6.958,-2.747,4.822
-0.826,-0.145,0.640,-27.222,-29.846,-0.854
-0.778,-0.034,0.331,-24.475,-26.428,-2.319
-0.774,-0.020,0.357,3.174,0.854,1.099
-0.805,-0.077,0.644,13.916,9.460,2.563
-0.831,-0.108,0.689,7.019,-0.427,1.648
-0.822,-0.088,0.508,-4.639,-8.789,-0.061
-0.808,-0.056,0.427,-13.733,-6.897,-2.014
-0.799,-0.018,0.524,-9.033,0.793,-1.343
-0.808,-0.039,0.641,2.136,8.484,1.099
-0.815,-0.076,0.760,4.883,4.578,1.038
-0.809,-0.057,0.691,2.747,-10.254,-0.610
-0.807,-0.024,0.460,-2.136,-14.221,-0.610
-0.811,-0.031,0.400,-10.559,-8.362,0.427
-0.813,-0.028,0.469,-9.705,-1.160,1.038
-0.804,-0.037,0.564,-4.456,5.493,2.075
-0.801,-0.068,0.654,5.737,7.080,3.174
-0.824,-0.129,0.659,4.822,1.465,2.075
-0.830,-0.117,0.600,-0.183,-7.385,-1.160
-0.820,-0.046,0.533,-1.709,-8.118,-1.831
-0.812,-0.030,0.529,-8.362,-7.080,-1.709
-0.833,-0.054,0.506,-10.925,-6.287,-1.709
-0.848,-0.074,0.474,-7.141,-1.282,-1.892
-0.840,-0.049,0.486,-0.305,4.456,-2.319
-0.830,-0.001,0.564,13.123,13.916,-1.831
-0.826,0.046,0.735,13.733,12.451,-0.549
-0.837,0.029,0.739,-1.099,-3.845,1.282
-0.853,-0.032,0.544,-10.620,-12.146,1.648
-0.833,-0.039,0.438,-12.451,-10.925,2.319
-0.787,-0.045,0.458,-5.066,-2.502,3.113
-0.784,-0.063,0.559,7.629,8.362,3.418
-0.828,-0.093,0.643,7.446,5.981,2.502
-0.837,-0.081,0.591,4.089,1.099,1.282
-0.825,-0.048,0.531,-2.625,-2.258,0.122
-0.792,-0.013,0.533,-3.296,0.732,0.793
-0.785,-0.043,0.592,-0.671,5.188,2.075
-0.799,-0.112,0.642,1.404,3.540,1.587
-0.805,-0.121,0.602,4.395,-2.563,-0.183
-0.806,-0.070,0.496,4.761,-3.296,-1.038
-0.804,-0.035,0.488,1.221,0.916,-1.160
-0.803,-0.045,0.559,-0.671,3.357,-0.488
-0.805,-0.065,0.603,0.549,4.150,-0.427
-0.813,-0.085,0.626,2.380,1.831,-0.977
-0.823,-0.075,0.595,3.296,-4.395,-2.258
-0.832,-0.039,0.521,1.038,-5.859,-2.441
-0.830,-0.017,0.509,-1.709,-5.432,-2.441
-0.817,-0.026,0.583,-3.174,-0.732,-0.732
-0.818,-0.070,0.639,-2.380,0.183,0.061
-0.826,-0.101,0.639,-1.404,-6.531,-1.831
-0.857,-0.042,0.455,-1.404,-9.338,-3.174
-0.855,0.005,0.400,1.526,-0.793,-1.831
-0.827,0.012,0.508,4.395,7.324,-0.366

-2.030,-0.330,0.610,-17.395,-3.052,25.146
-2.021,-0.261,0.584,-17.334,-21.667,33.142
-1.766,-0.209,0.479,-19.287,-30.579,37.903
-1.610,-0.233,0.372,-37.720,-40.527,34.973
-1.315,-0.179,0.104,-46.143,-35.583,27.405
-1.224,-0.116,0.029,-34.302,-1.221,16.357
-1.102,-0.070,0.133,-13.794,21.667,18.066
-1.000,-0.155,0.328,20.203,46.448,23.682
-0.675,-0.341,0.549,20.996,40.649,16.235
-0.514,-0.309,0.465,3.418,19.714,-20.142
-0.361,-0.248,0.197,-4.272,19.226,-37.537
-0.342,-0.153,0.160,-4.211,27.222,-51.758
-0.282,0.338,0.350,29.541,49.988,-61.462
-0.250,0.433,0.430,58.594,55.481,-51.086
-0.214,0.390,0.445,100.159,55.420,-25.940
-0.185,0.122,0.386,98.083,53.162,-20.386
-0.118,-0.015,0.403,52.002,42.603,-26.733
-0.039,-0.175,0.419,21.912,34.058,-42.053
-0.106,-0.012,0.365,-8.179,21.301,-78.247
-0.313,0.507,0.135,-4.883,22.400,-80.811
-0.423,0.700,0.075,26.062,49.377,-46.265
-0.495,0.454,0.317,42.419,70.435,-17.395
-0.469,0.123,0.603,49.194,91.919,17.029
-0.447,-0.125,1.073,39.917,82.581,17.517
-0.501,-0.179,1.137,24.231,61.584,15.991
-0.557,-0.237,1.071,-6.470,10.254,10.742
-0.617,-0.260,0.756,-12.146,-5.981,3.662
-0.670,-0.276,0.646,-15.259,-13.794,-10.620
-0.737,-0.189,0.573,-18.616,-11.292,-13.550
-0.756,-0.104,0.672,-16.174,-4.211,-10.864
-0.854,-0.002,0.832,-7.568,-7.324,-7.874
-0.892,0.026,0.781,5.371,-19.348,-3.540
-0.887,0.152,0.714,7.507,-20.691,-3.967
-0.898,0.219,0.767,5.127,-24.231,-4.028
-0.929,0.157,0.770,-1.160,-33.630,0.488
-0.900,0.066,0.630,-14.587,-50.171,6.104
-0.864,0.117,0.325,-13.367,-45.593,3.601
-0.878,0.210,0.295,4.700,-17.090,6.042
-0.894,0.177,0.483,11.902,-5.676,11.963
-0.894,0.070,0.576,11.414,-2.136,15.686
-0.903,-0.060,0.598,-12.634,-13.428,11.719
-0.886,-0.099,0.410,-22.095,-18.677,4.822
-0.874,0.054,0.329,-7.568,-6.287,-3.662
-0.872,0.193,0.482,7.446,4.944,0.916
-0.877,0.077,0.612,12.878,6.042,10.010
-0.849,-0.042,0.563,3.357,-3.601,7.935
-0.837,0.006,0.430,-10.559,-11.536,3.601
-0.829,0.067,0.365,-10.986,-4.639,5.493
-0.827,0.012,0.467,-8.667,11.169,10.071
-0.812,-0.097,0.678,-8.118,11.902,8.728
-0.799,-0.093,0.707,-8.362,7.324,5.981
-0.794,-0.063,0.570,-6.531,-6.775,1.953
-0.808,-0.039,0.445,-1.404,-9.094,0.916
-0.825,-0.008,0.369,13.855,5.005,0.793
-0.821,0.020,0.528,17.517,14.771,1.953
-0.808,0.006,0.680,7.385,13.428,3.052
-0.815,-0.094,0.738,-1.343,1.526,1.953
-0.828,-0.116,0.602,-8.057,-17.700,-4.211
-0.839,0.010,0.410,-3.540,-15.320,-6.836
-0.842,0.089,0.464,10.315,-0.122,-3.174
-0.830,0.048,0.648,10.376,0.793,1.953
-0.824,-0.056,0.642,-9.094,-16.052,5.066
-0.820,-0.103,0.358,-17.822,-23.926,1.526
-0.821,-0.052,0.223,-12.207,-13.550,-4.639
-0.850,0.092,0.271,0.732,2.441,-4.761
-0.864,0.109,0.462,13.062,17.334,-2.197
-0.858,-0.045,0.734,11.169,16.968,4.517
-0.844,-0.084,0.667,-1.953,2.869,3.418
-0.841,-0.048,0.516,-19.348,-14.465,-3.052
-0.866,0.047,0.398,-16.724,-9.766,-3.357
-0.872,0.070,0.484,-0.549,5.432,0.122
-0.874,0.060,0.677,3.845,6.165,2.197
-0.868,0.023,0.674,-2.441,-6.653,3.967
-0.846,0.009,0.495,-7.019,-12.268,3.479
-0.839,0.010,0.425,-10.620,-9.949,2.991
-0.847,0.005,0.457,-9.705,-4.822,2.747
-0.846,0.012,0.514,-2.563,1.709,2.930
-0.841,-0.014,0.585,-0.061,1.343,3.296
-0.842,-0.036,0.571,-4.150,-5.066,1.587
-0.853,-0.009,0.499,-6.775,-7.080,-0.061
-0.851,0.016,0.495,-7.690,-6.836,-0.916
-0.851,0.050,0.488,-3.906,-2.502,-0.366
-0.855,0.047,0.501,0.122,1.038,0.793
-0.860,0.018,0.538,4.211,5.493,3.174
-0.848,-0.023,0.628,3.296,3.357,2.808
-0.839,-0.034,0.609,-2.197,-8.423,0.732
-0.838,-0.020,0.449,-5.188,-12.390,-0.671
-0.843,0.019,0.395,-5.798,-7.446,-1.831
-0.853,0.031,0.461,-3.601,-1.831,-0.305
-0.854,-0.023,0.520,-1.465,0.793,1.526
-0.858,-0.050,0.506,-0.916,-1.038,0.000
-0.857,-0.017,0.492,5.188,0.427,-2.502
-0.857,0.053,0.536,8.240,2.258,-2.808
-0.860,0.067,0.571,2.441,-0.488,-1.587
-0.860,0.008,0.552,-4.700,-5.676,-0.854
-0.859,-0.015,0.477,-11.108,-10.986,-0.916
-0.851,0.017,0.329,-15.137,-11.169,-2.502
-0.854,0.042,0.336,-9.338,-3.296,-2.686
-0.856,0.073,0.435,12.573,15.686,-0.427
-0.847,0.045,0.718,15.869,15.625,1.831
-0.845,-0.008,0.736,-4.089,-7.935,2.014
-0.849,-0.015,0.467,-15.015,-18.860,0.183
-0.846,0.003,0.372,-20.203,-16.968,-0.122
-0.829,-0.043,0.429,-17.395,-9.766,0.244
-0.828,-0.054,0.493,-5.127,-1.038,-2.380
-0.836,-0.036,0.506,0.671,-1.099,-3.723
-0.845,-0.006,0.450,3.845,-1.648,-5.676
-0.874,0.071,0.423,2.319,1.282,-5.859
-0.886,0.093,0.493,-1.587,6.348,-3.601
-0.885,0.087,0.630,-2.747,4.211,-1.526
-0.877,0.052,0.615,-4.700,-1.160,0.305
-0.880,-0.002,0.462,-10.071,-10.864,0.366
-0.884,0.006,0.393,-8.789,-9.766,-0.977
-0.883,0.036,0.375,6.287,5.005,-2.014
-0.869,0.088,0.529,13.062,12.146,-1.282
-0.868,0.093,0.626,9.399,8.972,1.038
-0.876,0.053,0.646,0.244,-0.916,2.014
-0.875,0.029,0.541,-13.611,-16.785,1.831
-0.861,0.015,0.368,-13.428,-15.564,1.404

-1.753,-0.203,0.348,-4.333,-63.049,50.232
-1.541,-0.212,-0.024,-13.855,-71.167,43.335
-1.101,-0.090,-0.501,-12.634,-48.157,34.241
-0.965,-0.049,-0.439,-10.315,25.452,15.991
-0.815,0.001,0.116,-6.104,55.664,9.705
-0.692,0.064,0.411,23.376,75.012,4.150
-0.339,-0.004,0.717,41.565,66.895,2.014
-0.208,-0.081,0.701,55.298,37.537,-18.555
0.016,0.074,0.584,51.514,25.330,-34.363
0.076,0.208,0.567,26.062,10.498,-55.359
0.057,0.456,0.636,10.559,2.869,-53.528
0.065,0.337,0.576,-2.502,-8.484,-40.527
0.084,-0.051,0.296,-12.268,-19.836,-16.357
-0.010,-0.307,-0.593,11.658,5.554,-26.123
-0.099,-0.062,-0.668,118.286,122.803,-41.565
-0.266,0.238,0.310,158.142,172.852,-33.386
-0.353,0.208,0.864,129.639,169.189,-13.245
-0.480,-0.083,1.259,74.829,123.657,-8.728
-0.470,-0.170,1.103,-15.320,25.208,-5.981
-0.420,-0.180,0.668,-32.410,-1.770,-2.136
-0.430,-0.273,0.566,-33.447,-9.521,7.507
-0.494,-0.557,0.621,-25.208,-3.479,2.930
-0.575,-0.533,0.666,-2.808,-0.610,-23.804
-0.803,-0.219,0.620,2.136,-3.235,-33.936
-0.896,-0.017,0.586,1.038,-3.662,-38.452
-0.944,0.406,0.774,2.869,7.507,-33.936
-0.927,0.406,0.985,3.784,9.460,-22.949
-0.926,0.241,1.108,-16.418,-21.790,0.366
-0.977,-0.068,0.713,-26.184,-43.518,2.441
-0.999,0.029,0.445,-10.559,-42.725,-9.644
-1.016,0.332,0.455,4.700,-27.222,-9.155
-0.997,0.313,0.635,5.798,-19.653,5.310
-0.977,0.042,0.670,-10.681,-33.936,8.545
-0.981,0.045,0.467,-31.250,-51.941,1.343
-0.973,0.277,0.130,-23.437,-41.199,1.099
-0.948,0.282,0.181,3.174,-0.183,13.489
-0.866,0.018,0.557,6.714,9.766,18.616
-0.833,-0.122,0.609,2.258,7.080,19.226
-0.844,-0.174,0.431,-10.010,-7.202,8.118
-0.867,-0.054,0.329,-8.728,-6.226,1.648
-0.884,0.102,0.331,7.507,12.573,-0.122
-0.866,0.158,0.644,8.850,17.090,5.066
-0.850,0.018,0.715,-17.456,-3.052,10.803
-0.833,-0.050,0.463,-30.579,-13.123,6.714
-0.833,0.030,0.357,-21.912,-1.221,2.686
-0.823,0.044,0.497,-5.554,11.841,5.737
-0.821,-0.050,0.631,10.864,15.808,9.705
-0.811,-0.122,0.645,6.531,5.981,6.470
-0.806,-0.050,0.528,-4.272,-7.080,-0.671
-0.826,0.078,0.447,-2.991,-3.784,-0.183
-0.835,0.092,0.515,3.174,3.113,5.249
-0.819,0.010,0.649,-0.854,-0.854,7.507
-0.808,-0.097,0.609,-9.827,-9.338,8.545
-0.787,-0.149,0.391,-19.531,-20.203,2.991
-0.797,-0.100,0.336,-13.611,-15.503,-0.854
-0.821,-0.034,0.335,10.864,5.371,-3.601
-0.866,0.121,0.516,19.775,14.160,-2.563
-0.869,0.130,0.652,10.132,11.658,4.211
-0.833,-0.013,0.764,-4.761,-0.244,6.042
-0.817,-0.056,0.668,-25.085,-25.269,2.625
-0.821,-0.050,0.368,-23.987,-28.076,0.488
-0.842,-0.033,0.289,-5.615,-11.353,-1.892
-0.876,0.005,0.394,4.456,0.793,-2.197
-0.874,0.008,0.528,9.399,9.338,-1.526
-0.867,0.009,0.666,3.540,2.930,-2.075
-0.877,0.034,0.636,-13.428,-16.418,-4.578
-0.908,0.103,0.496,-18.982,-22.278,-4.517
-0.905,0.111,0.444,-18.372,-20.691,-0.183
-0.862,0.016,0.429,-13.245,-16.479,2.075
-0.849,-0.031,0.402,-7.263,-12.512,2.563
-0.878,0.005,0.335,3.723,-1.953,-0.427
-0.900,0.062,0.366,8.179,5.920,-1.648
-0.914,0.103,0.459,9.277,16.724,-0.366
-0.900,0.073,0.663,5.066,13.916,1.526
-0.873,0.022,0.657,-5.310,-3.906,2.930
-0.844,-0.005,0.431,-6.958,-9.460,1.892
-0.845,0.013,0.350,1.038,-1.099,1.343
-0.845,-0.020,0.457,5.676,6.165,1.831
-0.848,-0.039,0.525,6.287,6.714,0.122
-0.861,0.044,0.496,3.601,2.075,-1.160
-0.859,0.077,0.452,-5.554,-3.296,0.488
-0.853,0.013,0.462,-10.132,-2.808,2.014
-0.850,-0.026,0.499,-12.390,-1.465,2.563
-0.837,-0.075,0.535,-6.287,-0.122,1.892
-0.838,-0.061,0.499,0.183,0.061,0.549
-0.845,-0.002,0.474,7.263,3.662,-2.930
-0.867,0.071,0.532,4.517,5.066,-2.563
-0.873,0.046,0.573,-5.798,1.282,-0.671
-0.871,0.004,0.556,-7.202,-1.892,-0.916
-0.870,0.018,0.523,1.892,-2.808,-1.160
-0.865,0.027,0.544,6.836,-2.319,-0.427
-0.863,0.020,0.540,3.540,-8.484,-0.610
-0.860,0.039,0.433,-2.441,-11.963,-1.221
-0.862,0.037,0.385,-10.437,-9.888,-0.366
-0.870,0.024,0.413,-9.705,-4.822,0.244
-0.874,0.021,0.464,-0.610,2.625,1.038
-0.875,0.016,0.541,3.052,2.075,1.099
-0.870,0.004,0.529,3.540,-1.343,1.038
-0.862,-0.015,0.480,-0.732,-7.690,-0.488
-0.866,-0.004,0.361,-1.160,-6.348,-1.953
-0.875,0.036,0.356,3.845,5.249,-2.502
-0.879,0.072,0.483,5.554,10.315,-1.160
-0.875,0.063,0.561,-0.061,8.118,0.671
-0.864,0.032,0.623,-5.371,1.892,0.793
-0.862,-0.001,0.584,-8.850,-9.155,0.610
-0.868,-0.022,0.465,-5.310,-9.949,0.122
-0.870,-0.003,0.425,6.104,-3.113,-0.732
-0.877,0.040,0.403,9.277,1.465,-0.916
-0.889,0.070,0.430,6.775,7.690,-1.099
-0.895,0.088,0.553,2.441,7.507,0.122
-0.886,0.070,0.585,-2.136,4.395,1.770
-0.876,0.054,0.594,-6.287,-4.517,3.784
-0.854,-0.019,0.582,-6.165,-8.911,4.578
-0.838,-0.078,0.531,-6.958,-16.968,2.686
-0.828,-0.079,0.331,-6.226,-16.907,-0.793
-0.843,-0.004,0.268,5.920,-0.671,-5.432
-0.868,0.080,0.457,10.986,8.850,-4.211
-0.876,0.046,0.594,0.305,5.249,-1.465
-0.893,0.004,0.566,-8.057,-4.761,-1.953

-2.157,-0.212,0.480,-21.423,9.888,17.151
-2.130,-0.200,0.318,-17.395,-4.028,20.325
-1.954,0.201,-0.138,3.601,5.310,20.508
-1.862,0.425,-0.217,65.613,54.382,29.358
-1.617,0.559,-0.047,83.313,77.454,36.499
-1.400,0.540,0.213,54.810,87.402,40.100
-0.924,0.504,0.555,14.954,67.322,36.926
-0.666,0.488,0.483,-55.725,10.498,33.691
-0.119,0.192,0.131,-71.350,-5.615,35.217
0.112,-0.093,0.052,-71.716,-5.920,33.752
0.421,-0.576,0.200,-36.438,27.161,11.841
0.490,-0.734,0.364,-14.038,47.363,-4.944
0.511,-0.693,0.535,24.597,67.749,-50.293
0.283,0.071,0.730,37.781,63.599,-66.345
0.122,0.403,0.541,46.631,45.776,-50.842
-0.044,0.489,0.023,50.293,57.617,-31.555
-0.074,0.219,0.113,63.965,119.751,2.258
-0.024,-0.580,0.896,66.406,140.198,5.676
-0.053,-0.816,1.329,42.053,114.868,-28.320
-0.248,-0.330,1.870,20.386,66.589,-52.429
-0.412,0.091,1.714,-28.687,-61.768,-53.345
-0.607,0.147,0.852,-45.593,-106.750,-32.227
-0.634,-0.001,0.495,-52.551,-124.451,-14.771
-0.731,0.073,0.297,-31.799,-99.060,-5.615
-0.790,0.163,0.356,-11.597,-79.163,-3.540
-0.838,0.126,0.429,4.333,-62.317,7.141
-0.890,-0.141,0.234,-1.038,-61.157,5.920
-0.962,-0.061,0.041,4.578,-26.611,-19.836
-1.065,0.497,0.249,18.372,5.798,-27.222
-1.065,0.637,0.657,25.696,32.593,-7.263
-1.051,0.276,1.093,9.583,10.803,7.385
-1.048,-0.025,0.906,-32.715,-52.002,9.705
-1.062,0.000,0.136,-32.715,-58.716,-1.404
-1.056,0.262,0.003,22.217,-6.226,-8.850
-0.973,0.451,0.514,45.593,18.860,-0.366
-0.944,0.327,0.734,19.287,3.174,15.076
-0.928,-0.015,0.503,-14.526,-20.752,16.052
-0.926,-0.047,0.237,-37.720,-33.875,12.085
-0.906,0.036,0.086,-22.949,-7.812,3.967
-0.854,0.197,0.354,3.235,16.113,6.287
-0.815,0.133,0.644,27.710,26.855,17.029
-0.754,-0.197,0.789,13.855,8.179,17.395
-0.755,-0.251,0.568,-17.883,-25.574,3.601
-0.817,-0.057,0.108,-14.099,-20.142,-2.930
-0.832,0.091,0.133,18.982,23.743,-4.639
-0.798,0.124,0.680,25.452,37.781,-0.854
-0.793,0.019,0.893,-1.770,14.771,1.892
-0.819,-0.059,0.759,-19.165,-8.911,-0.916
-0.843,-0.018,0.518,-27.954,-25.452,-3.906
-0.880,0.104,0.240,-10.864,-18.005,-4.944
-0.868,0.169,0.314,6.775,-1.709,-3.174
-0.837,0.158,0.492,18.616,15.198,3.174
-0.831,-0.052,0.665,9.399,7.019,4.089
-0.846,-0.094,0.519,-5.371,-13.855,-2.808
-0.896,0.097,0.183,-1.038,-9.827,-6.226
-0.900,0.217,0.214,15.747,20.081,-1.709
-0.878,0.173,0.682,14.893,27.954,4.272
-0.860,0.049,0.869,-12.329,1.709,9.827
-0.842,-0.116,0.666,-25.635,-20.386,6.836
-0.843,-0.083,0.421,-20.386,-32.837,-2.930
-0.866,0.087,0.185,-4.395,-19.958,-5.005
-0.871,0.144,0.269,16.174,10.620,-1.038
-0.830,0.017,0.561,9.766,14.404,2.136
-0.820,-0.058,0.613,-2.258,9.949,2.075
-0.827,-0.045,0.583,-10.925,-2.441,-5.249
-0.874,0.045,0.465,-4.517,-2.991,-6.226
-0.900,0.059,0.443,10.559,4.089,-5.676
-0.904,0.174,0.453,13.367,8.362,-5.798
-0.887,0.194,0.508,10.742,12.573,-0.732
-0.859,0.114,0.646,4.761,8.057,1.831
-0.856,0.060,0.617,-13.550,-11.597,2.747
-0.867,-0.013,0.391,-18.066,-17.456,1.465
-0.859,0.007,0.301,-7.568,-7.446,-1.282
-0.844,0.072,0.372,2.563,4.211,-1.282
-0.843,0.088,0.511,10.559,14.221,0.488
-0.868,0.069,0.648,3.601,6.653,1.282
-0.879,0.060,0.566,-6.226,-4.761,1.587
-0.872,0.053,0.466,-15.808,-14.587,1.709
-0.832,-0.003,0.440,-15.442,-11.780,1.465
-0.829,-0.020,0.465,-6.165,-4.822,-1.282
-0.851,-0.002,0.452,1.648,-2.319,-2.502
-0.863,0.020,0.426,9.033,2.869,-4.150
-0.884,0.146,0.415,7.385,6.714,-4.822
-0.887,0.175,0.490,0.427,12.207,-0.916
-0.878,0.081,0.644,-3.723,8.667,2.014
-0.876,0.013,0.622,-10.315,-6.775,2.563
-0.881,0.035,0.447,-8.240,-10.803,0.000
-0.876,0.104,0.400,2.319,-5.066,-1.099
-0.847,0.080,0.499,2.319,-1.587,1.038
-0.835,0.012,0.537,-1.831,-2.197,2.258
-0.831,-0.028,0.496,-7.751,-9.644,-0.793
-0.849,0.042,0.325,-5.005,-8.423,-3.113
-0.863,0.110,0.322,5.859,6.409,-2.930
-0.861,0.102,0.540,7.019,12.085,-0.732
-0.856,0.040,0.644,-1.709,5.371,0.427
-0.857,-0.032,0.590,-5.615,-2.991,-1.282
-0.868,-0.014,0.474,-1.404,-7.996,-5.798
-0.902,0.128,0.363,5.371,-2.014,-7.080
-0.910,0.197,0.438,10.071,10.498,-4.333
-0.912,0.182,0.644,3.540,8.301,-1.099
-0.912,0.133,0.643,-5.432,-0.061,1.587
-0.890,0.057,0.472,-13.977,-16.235,3.662
-0.867,0.040,0.399,-11.353,-16.968,3.601
-0.851,0.030,0.363,0.610,-6.104,2.319
-0.845,0.027,0.397,5.859,0.610,1.160
-0.854,0.042,0.425,7.751,5.676,-0.671
-0.870,0.094,0.416,4.761,5.066,-0.732
-0.864,0.093,0.436,-3.540,4.944,0.854
-0.855,0.070,0.521,-4.700,4.822,1.221
-0.851,0.063,0.555,-1.465,1.892,2.197
-0.845,0.012,0.529,-1.587,-1.160,2.197
-0.846,0.019,0.477,-3.479,-4.761,-0.244
-0.848,0.055,0.418,-3.540,-3.540,-0.732
-0.847,0.055,0.434,-3.784,-1.221,-0.671
-0.855,0.046,0.475,-3.540,2.441,-0.854
-0.857,0.070,0.484,-1.160,3.479,-1.648
-0.856,0.094,0.508,2.502,4.333,-1.404
-0.857,0.039,0.555,0.854,1.831,-0.549
-0.859,0.006,0.509,-3.967,-4.578,-2.747

-2.006,-0.441,0.248,-23.987,-4.822,39.612
-2.032,-0.437,0.221,-14.221,-1.099,35.767
-1.998,-0.262,0.188,-9.460,-0.732,34.668
-1.940,-0.217,0.181,-21.606,-7.507,36.743
-1.637,-0.214,0.039,-38.513,-12.207,35.461
-1.473,-0.214,-0.119,-45.654,3.479,26.062
-1.102,-0.182,-0.282,-26.367,28.320,19.836
-0.857,-0.068,-0.206,28.198,90.637,2.380
-0.449,0.283,0.291,44.739,114.380,-4.700
-0.338,0.312,0.651,44.800,123.779,-6.531
-0.197,0.137,1.158,3.052,85.144,-6.470
-0.141,0.001,1.108,-23.376,44.495,-10.437
-0.086,-0.042,0.852,-38.574,-20.935,-31.189
-0.040,0.177,0.270,-22.217,-26.733,-40.771
-0.080,0.199,0.179,18.066,-2.991,-41.138
-0.144,-0.023,0.296,24.902,6.226,-39.978
-0.168,-0.060,0.263,20.691,11.963,-49.500
-0.237,0.355,0.065,31.555,25.208,-55.420
-0.305,0.653,0.095,66.223,79.895,-37.964
-0.355,0.699,0.627,70.740,104.004,-13.000
-0.350,0.400,1.049,42.297,96.802,26.306
-0.372,-0.355,1.436,13.916,58.105,28.748
-0.378,-0.481,1.219,-14.954,9.277,19.287
-0.376,-0.421,0.855,-34.668,-52.185,-5.981
-0.422,-0.149,0.358,-18.494,-52.795,-11.353
-0.506,-0.082,0.290,17.578,-30.212,-7.751
-0.672,-0.160,0.257,19.775,-18.555,-6.042
-0.710,-0.138,0.315,9.094,6.287,-16.663
-0.761,-0.040,0.706,7.019,15.137,-21.606
-0.807,-0.073,0.862,9.277,1.709,-25.940
-0.918,0.027,0.703,10.010,-14.954,-31.494
-0.954,0.266,0.492,17.273,-28.503,-38.818
-1.010,0.540,0.351,19.165,-21.729,-32.410
-1.015,0.448,0.428,4.395,-9.033,-10.620
-0.954,0.050,0.559,-5.798,-11.047,-4.944
-0.925,-0.004,0.472,-8.728,-15.320,-6.348
-0.921,0.228,0.346,14.771,-7.263,-16.479
-0.949,0.316,0.380,26.855,1.892,-15.930
-0.979,0.319,0.439,21.240,8.362,-6.226
-0.993,0.216,0.555,8.667,4.944,-2.930
-0.975,0.206,0.545,-5.981,-5.615,-0.671
-0.946,0.195,0.510,-4.028,-7.080,1.465
-0.931,0.164,0.523,4.028,-7.324,3.601
-0.906,0.214,0.455,4.089,-8.728,2.808
-0.894,0.249,0.399,-2.930,-7.996,6.470
-0.848,0.092,0.403,-8.057,-5.493,10.132
-0.833,-0.027,0.430,-12.756,-3.845,11.475
-0.837,-0.061,0.373,-9.033,-2.319,5.859
-0.848,0.005,0.336,1.160,1.953,2.441
-0.856,0.093,0.335,18.433,18.311,-1.099
-0.866,0.238,0.529,18.066,24.780,-0.732
-0.866,0.232,0.665,-0.366,17.273,4.272
-0.862,0.056,0.687,-11.536,4.761,6.104
-0.857,0.010,0.577,-17.578,-11.536,3.418
-0.850,0.069,0.419,-9.216,-9.155,1.770
-0.850,0.114,0.427,12.268,2.991,2.075
-0.826,0.117,0.570,11.353,4.150,3.418
-0.821,0.043,0.601,0.610,-0.488,4.578
-0.830,-0.002,0.555,-18.677,-13.550,1.282
-0.849,0.096,0.397,-16.418,-13.306,-0.916
-0.859,0.149,0.381,3.296,-0.488,0.671
-0.853,0.108,0.516,10.376,3.906,2.380
-0.852,0.081,0.550,7.812,-1.282,1.465
-0.858,0.106,0.473,2.747,-5.188,0.732
-0.863,0.116,0.434,-3.601,-4.089,1.404
-0.868,0.144,0.439,-3.906,-1.221,2.136
-0.859,0.125,0.469,-6.042,0.061,4.578
-0.837,0.041,0.446,-7.690,-1.282,4.517
-0.833,0.030,0.422,-5.005,1.465,2.075
-0.838,0.021,0.475,-1.953,4.517,1.587
-0.848,0.016,0.508,0.183,5.920,0.793
-0.864,0.048,0.513,3.601,3.906,-2.991
-0.881,0.174,0.496,4.395,2.869,-3.357
-0.882,0.191,0.513,-2.747,0.366,1.160
-0.866,0.096,0.549,-9.460,-2.563,3.235
-0.857,0.052,0.522,-13.367,-7.507,2.869
-0.842,0.070,0.428,-8.423,-6.226,1.831
-0.845,0.076,0.425,3.052,2.258,0.793
-0.865,0.088,0.496,5.127,4.578,0.244
-0.870,0.094,0.512,2.014,2.563,0.183
-0.862,0.104,0.521,-0.916,1.282,0.244
-0.846,0.090,0.553,-3.357,0.427,0.610
-0.835,0.060,0.580,-4.761,-4.395,0.305
-0.845,0.059,0.526,-4.578,-8.240,-1.160
-0.862,0.086,0.442,-4.089,-10.559,-3.235
-0.893,0.168,0.335,-1.648,-5.798,-3.113
-0.883,0.190,0.379,3.784,8.240,0.732
-0.859,0.115,0.583,2.991,10.498,2.686
-0.859,0.069,0.619,-2.808,-0.610,2.380
-0.867,0.043,0.450,-4.578,-6.836,0.854
-0.871,0.075,0.352,0.000,-2.075,-1.831
-0.874,0.152,0.422,3.784,6.348,-1.343
-0.869,0.139,0.563,4.761,12.146,0.366
-0.862,0.098,0.667,-3.113,3.418,2.319
-0.856,0.072,0.581,-6.592,-6.042,1.526
-0.856,0.084,0.456,-3.906,-11.963,0.183
-0.856,0.145,0.347,0.793,-5.920,-0.122
-0.849,0.135,0.411,5.615,8.484,2.136
-0.833,0.044,0.589,4.395,9.216,2.625
-0.834,0.032,0.590,-0.977,-1.160,0.061
-0.859,0.075,0.443,-2.563,-4.883,-1.282
